Company,QuarterDate,working_capital_to_total_assets,retained_earnings_to_total_assets,ebit_to_total_assets,mve_to_total_liabilities,sales_to_total_assets,current_ratio,debt_to_equity_ratio,net_profit_margin,z_score,z_score_next_quarter
RICH.N0000,6/30/2016,-0.2547,0.1244,0.0275,0.4105,0.0363,0.1328,2.43,0.5335,0.2419,0.3666
RICH.N0000,9/30/2016,-0.2921,0.1422,0.0558,0.433,0.0741,0.1899,2.71,0.5588,0.3666,1.4267
RICH.N0000,12/31/2016,-0.0655,0.1912,0.1109,0.4833,0.5817,0.3819,2.73,0.6113,1.4267,0.883
RICH.N0000,3/31/2017,-0.1631,0.1211,0.1106,0.375,0.3192,0.2076,3.17,0.5916,0.883,0.3193
RICH.N0000,6/30/2017,-0.2607,0.051,0.1103,0.2667,0.0367,0.0332,3.6,0.5179,0.3193,0.195
RICH.N0000,9/30/2017,-0.2927,0.0738,0.0544,0.3084,0.0784,0.0472,3.24,0.5439,0.195,0.3093
RICH.N0000,12/31/2017,-0.3361,0.1085,0.1023,0.2764,0.0573,0.0402,3.99,0.301,0.3093,0.3659
RICH.N0000,3/31/2018,-0.3246,0.0548,0.1425,0.2353,0.0673,0.0304,4.25,0.6097,0.3659,0.0754
RICH.N0000,6/30/2018,-0.2631,0.0749,0.0275,0.265,0.0365,0.039,3.77,0.534,0.0754,0.216
RICH.N0000,9/30/2018,-0.3067,0.1031,0.0648,0.2977,0.0472,0.0412,3.31,0.2976,0.216,0.0272
RICH.N0000,12/31/2018,-0.3535,0.0585,0.055,0.209,0.0626,0.0622,4.44,0.2807,0.0272,0.0666
RICH.N0000,3/31/2019,-0.2144,0.0492,0.039,0.186,0.0147,0.0679,5.38,0.0463,0.0666,0.0251
RICH.N0000,6/30/2019,-0.313,0.0753,0.0342,0.2417,0.0374,0.0392,4.14,0.1603,0.0251,0.1396
RICH.N0000,9/30/2019,-0.2595,0.0928,0.032,0.2985,0.0364,0.78,3.54,0.0267,0.1396,0.2408
RICH.N0000,12/31/2019,-0.2498,0.1047,0.0562,0.3127,0.0209,0.77,3.15,0.052,0.2408,0.2268
RICH.N0000,3/31/2020,-0.4045,0.2029,0.0642,0.2979,0.0375,0.73,3.08,0.0241,0.2268,0.0701
RICH.N0000,6/30/2020,-0.321,0.1125,0.0251,0.3134,0.0269,0.74,2.84,0.035,0.0701,0.1804
RICH.N0000,9/30/2020,-0.2445,0.0862,0.0411,0.3057,0.0341,0.64,2.51,0.0299,0.1804,0.2904
RICH.N0000,12/31/2020,-0.2564,0.097,0.0722,0.3245,0.0293,0.57,2.62,0.0201,0.2904,0.3269
RICH.N0000,3/31/2021,-0.3576,0.2009,0.0711,0.3371,0.0379,0.6,2.03,0.0954,0.3269,0.1548
RICH.N0000,6/30/2021,-0.2449,0.1043,0.0221,0.3543,0.0172,0.51,3.07,0.0399,0.1548,0.2086
RICH.N0000,9/30/2021,-0.2905,0.138,0.05,0.3058,0.0155,0.59,2.74,0.2053,0.2086,0.4695
RICH.N0000,12/31/2021,-0.3057,0.1077,0.1334,0.383,0.0155,0.46,3.16,0.3102,0.4695,0.6916
RICH.N0000,3/31/2022,-0.2657,0.1765,0.1229,0.569,0.0164,0.53,2.6,0.1988,0.6916,0.9134
RICH.N0000,6/30/2022,-0.2256,0.2452,0.1123,0.7549,0.0173,0.66,2.13,0.0873,0.9134,0.783
RICH.N0000,9/30/2022,-0.3208,0.2438,0.0929,0.8264,0.0242,0.67,2.07,0.0167,0.783,1.2113
RICH.N0000,12/31/2022,-0.2719,0.2444,0.1928,0.8413,0.0544,0.68,2.23,0.2496,1.2113,0.488
RICH.N0000,3/31/2023,-0.3146,0.1733,0.0448,0.715,0.0461,0.56,2.83,0.057,0.488,0.3487
RICH.N0000,6/30/2023,-0.2536,0.1279,0.011,0.7131,0.0098,0.54,3.34,0.0442,0.3487,0.3167
RICH.N0000,9/30/2023,-0.2742,0.1068,0.0131,0.7318,0.0139,0.56,3.54,0.0117,0.3167,0.2826
RICH.N0000,12/31/2023,-0.3051,0.1075,0.0226,0.6964,0.0058,0.55,3.57,0.0044,0.2826,0.3592
RICH.N0000,3/31/2024,-0.2751,0.132,0.0241,0.6612,0.0283,0.58,3.18,0.0123,0.3592,0.2976
RICH.N0000,6/30/2024,-0.3698,0.1453,0.0218,0.7655,0.0067,0.6,2.69,0.5154,0.2976,0.2717
RICH.N0000,9/30/2024,-0.3339,0.0847,0.0413,0.676,0.0119,0.56,3.9,0.383,0.2717,0.4698
RICH.N0000,12/31/2024,-0.3267,0.0909,0.0732,0.7907,0.0186,0.57,3.04,0.3875,0.4698,0.409
RICH.N0000,3/31/2025,-0.3958,0.0303,0.1097,0.7601,0.0235,0.48,4.42,0.372,0.409,0.7984
RICH.N0000,6/30/2025,-0.1883,0.0371,0.0186,1.4742,0.0265,0.486,3.91,0.0867,0.7984,2.0589
SINS.N0000,3/31/2012,-0.1133,0.1732,0.0305,0.2277,0.3835,1.1316,2.8885,0.0515,0.7273,1.1022
SINS.N0000,6/30/2012,-0.1138,0.0733,0.07,0.2075,0.7806,1.0497,2.4201,0.0517,1.1022,1.8604
SINS.N0000,9/30/2012,-0.0589,0.2006,0.106,0.2801,1.1324,1.0418,3.1464,0.0262,1.8604,1.7836
SINS.N0000,12/31/2012,-0.1864,0.0615,0.0885,0.2906,1.4548,1.0418,2.4366,0.0104,1.7836,0.5446
SINS.N0000,3/31/2013,-0.1751,0.139,0.0297,0.2308,0.3236,1.0333,3.3424,0.0221,0.5446,0.7585
SINS.N0000,6/30/2013,0.0423,0.1258,0.022,0.2,0.339,1.057,2.382,0.0242,0.7585,0.7355
SINS.N0000,9/30/2013,-0.0339,0.1716,0.0162,0.2243,0.3479,1.0273,3.338,0.0008,0.7355,0.5333
SINS.N0000,12/31/2013,0.0066,0.0537,0.0189,0.2053,0.2647,1.0105,2.6582,0.0044,0.5333,0.4312
SINS.N0000,3/31/2014,-0.0382,0.0103,0.0046,0.1986,0.3283,1.0145,2.2454,0.0124,0.4312,0.5716
SINS.N0000,6/30/2014,0.0124,0.0185,0.0077,0.2281,0.3685,1.0316,2.4868,0.0211,0.5716,0.7608
SINS.N0000,9/30/2014,-0.0029,0.1342,0.0312,0.2146,0.3447,1.0316,2.4514,0.0221,0.7608,0.5648
SINS.N0000,12/31/2014,0.0024,0.0243,0.0086,0.1811,0.3909,1.0057,2.3459,0.0134,0.5648,0.6389
SINS.N0000,3/31/2015,0.0221,0.0135,0.0408,0.2,0.3388,1.0113,3.0084,0.0167,0.6389,0.6059
SINS.N0000,6/30/2015,0.0152,0.0317,0.0222,0.1844,0.3594,1.076,2.3501,0.0246,0.6059,0.5949
SINS.N0000,9/30/2015,0.0051,0.0346,0.0237,0.1987,0.3429,1.0687,2.4492,0.009,0.5949,1.7697
SINS.N0000,12/31/2015,0.0198,0.084,0.0375,0.2085,1.3795,1.056,2.2737,0.0284,1.7697,0.4269
SINS.N0000,3/31/2016,-0.1317,0.0798,0.0111,0.1967,0.3186,1.019,2.991,0.0236,0.4269,0.6821
SINS.N0000,6/30/2016,0.031,0.0402,0.0339,0.1917,0.3617,1.0529,3.5744,0.0398,0.6821,0.5506
SINS.N0000,9/30/2016,-0.1214,0.1439,0.009,0.2225,0.3316,1.0586,2.2237,0.0091,0.5506,0.7321
SINS.N0000,12/31/2016,0.0754,0.0921,0.02,0.2026,0.3251,1.0858,2.9074,0.0264,0.7321,0.7371
SINS.N0000,3/31/2017,0.1309,0.0599,0.0214,0.2085,0.3004,1.1522,3.2458,0.0333,0.7371,0.8191
SINS.N0000,6/30/2017,0.062,0.0324,0.0364,0.1786,0.4721,1.2009,3.3397,0.0092,0.8191,0.6194
SINS.N0000,9/30/2017,0.0994,0.0336,0.0091,0.181,0.3144,1.0674,3.6763,0.0021,0.6194,0.7085
SINS.N0000,12/31/2017,0.1478,0.0297,0.0135,0.1663,0.3452,1.124,2.7652,-0.0025,0.7085,0.6161
SINS.N0000,3/31/2018,0.057,0.0533,0.0221,0.1633,0.3022,1.0602,3.5317,0.0471,0.6161,0.5854
SINS.N0000,6/30/2018,0.039,0.024,0.0234,0.146,0.3402,1.179,3.6068,0.0171,0.5854,0.7071
SINS.N0000,9/30/2018,0.1487,0.0583,0.0208,0.1614,0.2816,1.1426,6.002,0.0005,0.7071,0.5317
SINS.N0000,12/31/2018,-0.0307,0.0771,0.0153,0.1538,0.3178,1.0141,5.8164,-0.0094,0.5317,0.5936
SINS.N0000,3/31/2019,0.0558,0.0409,0.0312,0.1412,0.2817,1.1515,4.6518,0.0044,0.5936,0.4917
SINS.N0000,6/30/2019,0.0301,0.0129,0.021,0.1148,0.2993,1.1649,4.0078,0.001,0.4917,0.4963
SINS.N0000,9/30/2019,0.0548,-0.0145,0.037,0.1024,0.2673,1.1953,9.7625,-0.019,0.4963,0.5302
SINS.N0000,12/31/2019,0.0694,-0.0132,0.0268,0.1092,0.3114,1.1286,7.1537,0.0084,0.5302,0.5258
SINS.N0000,3/31/2020,0.0174,-0.0116,0.0678,0.1078,0.2327,1.0225,9.2784,0.0013,0.5258,0.3824
SINS.N0000,6/30/2020,-0.0045,-0.0109,0.0229,0.1181,0.2566,1.0145,8.468,0.0201,0.3824,0.5917
SINS.N0000,9/30/2020,-0.0051,-0.0046,0.0464,0.1319,0.372,1.0423,3.4144,0.0166,0.5917,1.3538
SINS.N0000,12/31/2020,0.0293,0.0102,0.0684,0.1409,0.9941,1.0523,4.4569,0.0299,1.3538,1.8046
SINS.N0000,3/31/2021,0.0605,0.0137,0.1005,0.1369,1.299,1.0631,3.8776,0.0319,1.8046,0.44
SINS.N0000,6/30/2021,-0.0276,0.0177,0.0258,0.1281,0.2863,1.1205,2.8784,0.0394,0.44,0.4433
SINS.N0000,9/30/2021,-0.017,0.0177,0.0277,0.1148,0.2786,1.1444,4.7131,0.03,0.4433,0.8707
SINS.N0000,12/31/2021,0.0025,0.0466,0.0849,0.1571,0.428,1.1932,3.2077,0.0585,0.8707,0.7965
SINS.N0000,3/31/2022,0.0252,0.0537,0.0715,0.1703,0.353,1.1874,3.4906,0.0374,0.7965,0.5919
SINS.N0000,6/30/2022,0.0479,0.0455,0.0429,0.1536,0.237,1.1816,3.5737,0.0163,0.5919,0.8625
SINS.N0000,9/30/2022,-0.0891,0.0616,0.0891,0.1834,0.4791,1.1831,3.4494,0.0356,0.8625,1.5219
SINS.N0000,12/31/2022,0.0982,0.0682,0.1263,0.1964,0.774,1.1703,3.2164,0.0283,1.5219,1.9843
SINS.N0000,3/31/2023,0.1517,0.1084,0.1411,0.176,1.0793,1.2787,3.7637,0.0046,1.9843,0.3411
SINS.N0000,6/30/2023,-0.0504,0.0282,0.0041,0.1509,0.258,1.328,7.0866,-0.0781,0.3411,0.4848
SINS.N0000,9/30/2023,-0.1153,0.0118,0.0045,0.1237,0.5176,1.2075,7.0897,-0.0666,0.4848,1.3271
SINS.N0000,12/31/2023,0.0408,0.0319,0.0506,0.1399,0.9826,1.3159,3.1491,0.0223,1.3271,0.714
SINS.N0000,3/31/2024,0.053,0.0728,0.0609,0.1669,0.2474,1.0616,3.0484,0.017,0.714,0.6678
SINS.N0000,6/30/2024,0.1083,0.0324,0.0243,0.1797,0.3045,1.1664,3.0897,0.0274,0.6678,1.149
SINS.N0000,9/30/2024,0.1087,0.0411,0.0512,0.2049,0.6691,1.1784,3.415,0.0285,1.149,1.4874
SINS.N0000,12/31/2024,-0.0076,0.0531,0.0857,0.2083,1.0144,1.2216,3.1228,0.0368,1.4874,1.7291
TPL.N0000,3/31/2012,-0.0107,0.2039,0.0122,0.2528,0.2211,0.941,2.218,0.0195,0.6857,0.9826
TPL.N0000,6/30/2012,-0.0009,0.2083,0.0308,0.1922,0.4751,0.995,2.18,0.0217,0.9826,1.4742
TPL.N0000,9/30/2012,0.015,0.2232,0.0539,0.3614,0.749,1.101,2.02,0.0291,1.4742,1.6718
TPL.N0000,12/31/2012,0.0224,0.235,0.0892,0.2417,0.8765,1.155,1.925,0.0612,1.6718,0.9884
TPL.N0000,3/31/2013,0.0472,0.2644,0.0347,0.2935,0.271,1.3741,1.485,0.0877,0.9884,1.2668
TPL.N0000,6/30/2013,0.0259,0.2511,0.0585,0.2603,0.535,1.2038,1.55,0.0412,1.2668,1.4093
TPL.N0000,9/30/2013,0.0668,0.2502,0.0293,0.2189,0.7508,1.169,1.57,0.0323,1.4093,1.599
TPL.N0000,12/31/2013,0.0696,0.2599,0.0522,0.1771,0.8731,1.072,1.532,0.0449,1.599,0.8946
TPL.N0000,3/31/2014,0.0502,0.2759,0.0233,0.163,0.2734,0.969,1.42,0.042,0.8946,1.1577
TPL.N0000,6/30/2014,0.0623,0.262,0.0373,0.1548,0.5002,0.953,1.524,0.0445,1.1577,1.5233
TPL.N0000,9/30/2014,0.0724,0.2696,0.0565,0.1609,0.776,1.061,1.458,0.0323,1.5233,1.8958
TPL.N0000,12/31/2014,0.0868,0.2877,0.0837,0.1629,1.0149,1.159,1.363,0.0455,1.8958,2.1691
TPL.N0000,3/31/2015,0.0833,0.3024,0.0932,0.1663,1.2384,1.16,1.281,0.0492,2.1691,0.962
TPL.N0000,6/30/2015,0.1658,0.2981,0.0065,0.1612,0.2275,1.095,1.097,0.0069,0.962,1.2414
TPL.N0000,9/30/2015,0.1608,0.2911,0.0234,0.1671,0.4634,1.006,1.328,0.0039,1.2414,1.3791
TPL.N0000,12/31/2015,0.0865,0.2946,0.0232,0.1714,0.6835,1.275,1.21,0.0142,1.3791,1.6701
TPL.N0000,3/31/2016,0.0245,0.3078,0.0572,0.176,0.9154,1.198,1.225,0.0332,1.6701,0.6902
TPL.N0000,6/30/2016,0.0172,0.296,-0.0096,0.1712,0.1841,1.111,1.286,-0.0632,0.6902,1.0826
TPL.N0000,9/30/2016,0.0652,0.2749,0.0395,0.1673,0.3888,1.178,1.392,-0.0917,1.0826,1.2191
TPL.N0000,12/31/2016,0.0432,0.2872,0.0237,0.164,0.5886,1.359,1.298,0.0504,1.2191,2.2232
TPL.N0000,3/31/2017,0.206,0.3872,0.081,0.627,0.7904,1.747,0.906,0.0725,2.2232,1.1921
TPL.N0000,6/30/2017,0.1695,0.382,0.0213,0.1806,0.2752,1.753,0.942,0.0442,1.1921,2.0136
TPL.N0000,9/30/2017,0.3504,0.4003,0.0451,0.627,0.5077,1.861,0.878,0.0668,2.0136,2.1941
TPL.N0000,12/31/2017,0.1708,0.4215,0.0796,0.7374,0.6939,2.206,0.823,0.0987,2.1941,2.9997
TPL.N0000,3/31/2018,0.2457,0.433,0.1376,1.2426,0.899,2.3,0.823,0.137,2.9997,2.3495
TPL.N0000,6/30/2018,0.2531,0.5476,0.018,1.6296,0.242,2.1,0.775,0.0404,2.3495,2.7118
TPL.N0000,9/30/2018,0.2707,0.5737,0.03,1.7705,0.4225,2.425,0.8,0.0256,2.7118,2.3518
TPL.N0000,12/31/2018,0.1984,0.4495,0.0532,1.1754,0.6036,2.64,0.769,0.0785,2.3518,3.5762
TPL.N0000,3/31/2019,0.3899,0.6059,0.1287,1.6826,0.8258,2.443,0.513,0.1006,3.5762,2.9036
TPL.N0000,6/30/2019,0.3556,0.542,0.0698,1.4573,0.6134,2.681,0.662,0.0526,2.9036,2.2308
TPL.N0000,9/30/2019,0.3213,0.478,0.0109,1.2319,0.4009,2.919,0.811,0.0046,2.2308,2.6491
TPL.N0000,12/31/2019,0.2834,0.4878,0.02,1.611,0.5935,3.198,0.782,0.0299,2.6491,2.558
TPL.N0000,3/31/2020,0.2967,0.4829,0.0226,1.5208,0.5388,3.249,0.766,0.0416,2.558,2.4896
TPL.N0000,6/30/2020,0.3118,0.474,0.0252,1.4557,0.4953,3.2605,0.7375,0.0563,2.4896,2.3302
TPL.N0000,9/30/2020,0.3402,0.4602,0.0304,1.3004,0.3971,3.323,0.693,0.0828,2.3302,2.6147
TPL.N0000,12/31/2020,0.2494,0.5047,0.0686,1.3306,0.5841,3.398,0.75,0.1147,2.6147,3.3832
TPL.N0000,3/31/2021,0.324,0.555,0.1454,1.6054,0.7743,3.642,0.623,0.1625,3.3832,2.99
TPL.N0000,6/30/2021,0.3585,0.5281,0.0844,1.599,0.5825,3.684,0.625,0.1087,2.99,2.5968
TPL.N0000,9/30/2021,0.393,0.5012,0.0234,1.5926,0.3907,3.726,0.627,0.0549,2.5968,2.9019
TPL.N0000,12/31/2021,0.3647,0.555,0.0535,1.6172,0.5404,4.045,0.592,0.0588,2.9019,3.5121
TPL.N0000,3/31/2022,0.4175,0.6188,0.1254,1.6638,0.7327,4.435,0.49,0.1759,3.5121,2.5119
TPL.N0000,6/30/2022,0.3371,0.5483,0.0423,1.5566,0.2662,2.7517,0.62,0.1644,2.5119,2.8231
TPL.N0000,9/30/2022,0.3288,0.5506,0.0339,1.7777,0.4792,3.2117,0.546,0.2884,2.8231,3.2386
TPL.N0000,12/31/2022,0.343,0.5112,0.1732,1.4606,0.6634,2.8996,0.664,0.2378,3.2386,4.4219
TPL.N0000,3/31/2023,0.4102,0.5807,0.2951,2.057,0.9087,4.1016,0.537,0.3162,4.4219,2.6911
TPL.N0000,6/30/2023,0.369,0.5914,0.0327,1.8222,0.2191,3.745,0.55,0.1152,2.6911,2.9332
TPL.N0000,9/30/2023,0.3711,0.5854,0.0703,1.6947,0.4195,3.349,0.589,0.1281,2.9332,3.1879
TPL.N0000,12/31/2023,0.3681,0.5951,0.0781,1.7318,0.6162,3.262,0.577,0.1305,3.1879,3.163
TPL.N0000,3/31/2024,0.4063,0.6025,0.1593,1.7968,0.2282,3.668,0.556,0.2122,3.163,2.6023
TPL.N0000,6/30/2024,0.378,0.5616,0.019,1.8868,0.1677,4.5533,0.531,0.0604,2.6023,2.9127
TPL.N0000,9/30/2024,0.3861,0.549,0.0757,1.7994,0.3513,4.0008,0.555,0.1477,2.9127,3.227
TPL.N0000,12/31/2024,0.3847,0.6028,0.0956,1.7571,0.5517,4.2139,0.56,0.1213,3.227,3.5585
TPL.N0000,3/31/2025,0.4029,0.617,0.1331,1.761,0.7154,4.113,0.541,0.1596,3.5585,2.8069
TPL.N0000,6/30/2025,0.428,0.5917,0.0162,2.0399,0.1875,5.196,0.49,0.0709,2.8069,3.1401
TJL.N0000,3/31/2012,0.3654,0.2319,0.0488,2.7653,0.4149,2.5684,0.1201,0.071,2.9983,3.0123
TJL.N0000,6/30/2012,0.4168,0.2413,0.0208,2.9571,0.3314,2.768,0.0311,0.0659,3.0123,3.9437
TJL.N0000,9/30/2012,0.451,0.2642,0.0217,4.3588,0.3457,1.8781,0.0317,0.0659,3.9437,4.1437
TJL.N0000,12/31/2012,0.4714,0.3076,0.0498,4.3019,0.4019,3.9124,0.0093,0.1278,4.1437,3.4234
TJL.N0000,3/31/2013,0.4364,0.2638,0.0366,3.3584,0.3946,1.8257,0.0647,0.0928,3.4234,3.9788
TJL.N0000,6/30/2013,0.346,0.2885,0.0288,4.504,0.3623,3.3649,0,0.0838,3.9788,3.5892
TJL.N0000,9/30/2013,0.3859,0.2725,0.0313,3.7249,0.4064,3.2269,0.08,0.0814,3.5892,3.7748
TJL.N0000,12/31/2013,0.478,0.308,0.0359,3.717,0.4213,3.54,0,0.0892,3.7748,3.0626
TJL.N0000,3/31/2014,0.2664,0.291,0.037,3.0499,0.3835,2.8227,0.0081,0.1083,3.0626,3.3246
TJL.N0000,6/30/2014,0.4243,0.3155,0.0147,3.3393,0.3217,3.172,0.0302,0.0613,3.3246,2.8826
TJL.N0000,9/30/2014,0.3707,0.2716,0.0284,2.6153,0.3946,2.4667,0.0646,0.0815,2.8826,3.7402
TJL.N0000,12/31/2014,0.4202,0.3196,0.041,3.6935,0.4371,2.8438,0.0332,0.0998,3.7402,4.7264
TJL.N0000,3/31/2015,0.348,0.3334,0.0542,5.3884,0.4301,3.5886,0,0.0976,4.7264,3.8873
TJL.N0000,6/30/2015,0.3091,0.3746,0.0205,4.3295,0.3266,2.111,0.0154,0.0695,3.8873,3.0764
TJL.N0000,9/30/2015,0.1984,0.2511,0.0246,3.6015,0.2447,1.9509,0.0106,0.1087,3.0764,2.9411
TJL.N0000,12/31/2015,0.3047,0.2374,0.0296,3.1119,0.2783,1.9285,0.0831,0.1019,2.9411,3.691
TJL.N0000,3/31/2016,0.3781,0.3739,0.0351,3.6599,0.4021,2.0835,0.0429,0.1286,3.691,3.8846
TJL.N0000,6/30/2016,0.4545,0.311,0.0243,4.2194,0.292,2.2343,0.0204,0.0808,3.8846,2.8236
TJL.N0000,9/30/2016,0.2425,0.2371,0.0305,3.0383,0.277,1.9747,0.216,0.1092,2.8236,2.0743
TJL.N0000,12/31/2016,0.2843,0.2631,0.0208,1.7326,0.2566,2.071,0.3471,0.0706,2.0743,3.4579
TJL.N0000,3/31/2017,0.5695,0.2761,0.0166,3.389,0.2998,2.4646,0.0413,0.1246,3.4579,1.8485
TJL.N0000,6/30/2017,0.2439,0.2609,0.009,1.5351,0.2398,2.0738,0.0623,0.0552,1.8485,2.3145
TJL.N0000,9/30/2017,0.2567,0.249,0.0198,2.2045,0.2698,2.1693,0.1392,0.0821,2.3145,2.4625
TJL.N0000,12/31/2017,0.2641,0.2685,0.0149,2.4539,0.2482,2.2692,0.2047,0.0629,2.4625,2.2276
TJL.N0000,3/31/2018,0.2854,0.2588,0.0135,2.0321,0.259,2.2026,0.2411,0.0584,2.2276,2.9268
TJL.N0000,6/30/2018,0.3029,0.2742,0.018,3.0698,0.2782,2.3313,0.3503,0.0616,2.9268,1.7485
TJL.N0000,9/30/2018,0.3198,0.2434,0.0271,1.0944,0.2779,2.2326,0.2317,0.0914,1.7485,3.9944
TJL.N0000,12/31/2018,0.2915,0.2425,0.0278,4.9097,0.2675,2.3539,0.1358,0.0693,3.9944,3.0245
TJL.N0000,3/31/2019,0.3203,0.2468,0.1,2.7681,0.3038,2.3816,0.0743,0.0841,3.0245,6.3515
TJL.N0000,6/30/2019,0.3253,0.4274,0.0042,8.840261,0.0448,2.3972,0.3599,0.0862,6.3515,2.8051
TJL.N0000,9/30/2019,0.3044,0.2367,0.04,2.7752994,0.3113,2.0902,0.3832,0.1165,2.8051,4.352
TJL.N0000,12/31/2019,0.2644,0.2649,0.0265,5.4873,0.284,1.8251,0.1172,0.1077,4.352,0.9823
TJL.N0000,3/31/2020,0.2911,0.2238,0.0105,0.127,0.2088,1.8504,0.4504,0.1799,0.9823,1.6565
TJL.N0000,6/30/2020,0.2728,0.1664,0.01,1.4723,0.1798,1.8101,0.1556,0.0556,1.6565,3.0312
TJL.N0000,9/30/2020,0.3118,0.2384,0.0278,3.271033,0.2689,1.9276,0.5462,0.0966,3.0312,2.4221
TJL.N0000,12/31/2020,0.2759,0.2554,0.03,2.3328414,0.2348,1.9343,0.1211,0.1109,2.4221,1.9804
TJL.N0000,3/31/2021,0.2716,0.215,0.082,1.3507855,0.2724,1.8542,0.0903,0.0912,1.9804,1.7566
TJL.N0000,6/30/2021,0.2948,0.2022,0.0113,1.4069449,0.2383,1.8282,0.1183,0.0506,1.7566,2.774
TJL.N0000,9/30/2021,0.2737,0.1964,0.037,2.9311023,0.2898,1.7335,0.1749,0.0924,2.774,1.7227
TJL.N0000,12/31/2021,0.2852,0.1601,0.0306,1.3979343,0.2166,1.8939,0.1918,0.0853,1.7227,1.4818
TJL.N0000,3/31/2022,0.296,0.1551,0.0293,1.034765,0.1919,1.781,0.2237,0.0876,1.4818,1.6137
TJL.N0000,6/30/2022,0.3364,0.1441,0.0224,1.1353613,0.2531,2.3278,0.1691,0.1,1.6137,1.5849
TJL.N0000,9/30/2022,0.2646,0.1582,0.0317,1.0824966,0.2918,1.8994,0.1905,0.1237,1.5849,2.262
TJL.N0000,12/31/2022,0.3859,0.1816,0.0145,2.0966525,0.2388,2.2334,0.1252,0.1528,2.262,2.1082
TJL.N0000,3/31/2023,0.3683,0.2045,0.009,1.8374119,0.2478,2.3555,0.4374,0.0916,2.1082,2.2845
TJL.N0000,6/30/2023,0.3778,0.2245,0.0077,2.1234693,0.2173,2.4993,0.0533,0.0178,2.2845,2.1121
TJL.N0000,9/30/2023,0.3644,0.2063,0.0266,1.7635682,0.2401,2.2087,0.3832,0.0948,2.1121,2.3969
TJL.N0000,12/31/2023,0.3929,0.2355,0.0335,2.0799061,0.2372,2.5288,0.4116,0.0796,2.3969,2.9013
TJL.N0000,3/31/2024,0.4177,0.2652,0.0941,2.4549782,0.2453,2.7675,0.3839,0.0715,2.9013,2.7304
TJL.N0000,6/30/2024,0.4035,0.2565,0.0086,2.7005784,0.2384,2.6807,0.0555,0.0307,2.7304,2.8901
TJL.N0000,9/30/2024,0.3866,0.2751,0.019,2.863219,0.2604,2.7411,0.055,0.0497,2.8901,4.0162
TJL.N0000,12/31/2024,0.3996,0.2906,0.0513,3.6910891,0.7459,2.7981,0.0474,0.0496,4.0162,3.1705
TJL.N0000,3/31/2025,0.4087,0.2739,0.0714,3.0340339,0.2406,2.7593,0.219,0.0512,3.1705,2.982
TJL.N0000,6/30/2025,0.3933,0.2621,0.0031,3.2119807,0.2057,2.7224,0.3796,0.0158,2.982,2.7827
